Address with post code (Gas Stations),Address,City,Post Code,Franchise (or private),Highway,Link
"1165 Budapest XVI, Arany J. u. 106. (XVI.) (mol)","Budapest XVI, Arany J. u. 106.",Budapest XVI,1165,mol,0,https://holtankoljak.net/mol_budapest_aranyju106xvi
"3950 Sárospatak, Déryné u. 12. (NEO benzinkút)","Sárospatak, Déryné u. 12.",Sárospatak,3950,NEO benzinkút,0,https://holtankoljak.net/NEO_benzinkut_Sarospatak_Deryneu12
"9022 Győr, Vas Gereben utca 6. (OIL!)","Győr, Vas Gereben utca 6.",Győr,9022,OIL!,0,https://holtankoljak.net/OIL!_Gyor_VasGerebenutca6
"1044 Budapest IV, Váci út 16. (omv)","Budapest IV, Váci út 16.",Budapest IV,1044,omv,0,https://holtankoljak.net/omv_budapest_iv_vaciut16
"9343 Beled, 86.sz. fkl. út  (mol)","Beled, 86.sz. fkl. út",Beled,9343,mol,0,https://holtankoljak.net/mol_Beled_86szfklut
"2851 Környe, Somlói út 1. 0633/21. hrsz. (avia)","Környe, Somlói út 1. 0633/21. hrsz.",Környe,2851,avia,0,https://holtankoljak.net/avia_Kornye_Somloiut1063321hrsz
"8500 Pápa, Győri út (külterület) (mol)","Pápa, Győri út",Pápa,8500,mol,0,https://holtankoljak.net/mol_papa_gyoriutkulterulet
"2367 Újhartyán, Dragon Benz töltőállomás (benz&benz_kft)","Újhartyán, Dragon Benz töltőállomás",Újhartyán,2367,benz&benz_kft,0,https://holtankoljak.net/benz&benz_kft_ujhartyan_dragonbenztoltoallomas
"4002 Debrecen, Balmazújvárosi út (lukoil)","Debrecen, Balmazújvárosi út",Debrecen,4002,lukoil,0,https://holtankoljak.net/lukoil_Debrecen_Balmazujvarosiut
"5630 Békés, Kossuth L. u. 4. (omv)","Békés, Kossuth L. u. 4.",Békés,5630,omv,0,https://holtankoljak.net/omv_Bekes_KossuthLu4
"3800 Szikszó, Hrsz. 026/12 (Angel Petrol)","Szikszó, Hrsz. 026/12",Szikszó,3800,Angel Petrol,0,https://holtankoljak.net/Angel_Petrol_Szikszo_Hrsz02612
"8000 Székesfehérvár, Seregélyesi út 66. (mol)","Székesfehérvár, Seregélyesi út 66.",Székesfehérvár,8000,mol,0,https://holtankoljak.net/mol_Szekesfehervar_Seregelyesiut66
"9151 Abda, Bécsi u. 1. (mol)","Abda, Bécsi u. 1.",Abda,9151,mol,0,https://holtankoljak.net/mol_Abda_Becsiu1
"2336 Dunavarsány, Nagyvarsányi utca 155. (Oil Dunavarsány)","Dunavarsány, Nagyvarsányi utca 155.",Dunavarsány,2336,Oil Dunavarsány,0,https://holtankoljak.net/Oil_Dunavarsany_Dunavarsany_Nagyvarsanyiutca155
"1039 Budapest III, Szentendrei út 255. (mol)","Budapest III, Szentendrei út 255.",Budapest III,1039,mol,0,https://holtankoljak.net/mol_Budapest_Szentendreiut255
"6781 Domaszék, Vasút utca 47. (magán kút)","Domaszék, Vasút utca 47.",Domaszék,6781,magán kút,0,https://holtankoljak.net/magan_kut_Domaszek_Vasututca47
"1091 Budapest IX, Üllői út 137. (omv)","Budapest IX, Üllői út 137.",Budapest IX,1091,omv,0,https://holtankoljak.net/omv_budapest_ix_ulloiut137
"2626 Nagymaros, Váci út 119. (mol)","Nagymaros, Váci út 119.",Nagymaros,2626,mol,0,https://holtankoljak.net/mol_Nagymaros_Vaciut119
"6422 Tompa, Külterület 0356/46 (OMV)","Tompa, Külterület 0356/46",Tompa,6422,OMV,0,https://holtankoljak.net/OMV_Tompa_Kulterulet035646
"5420 Túrkeve, 2412 hrsz (OMV)","Túrkeve, 2412 hrsz",Túrkeve,5420,OMV,0,https://holtankoljak.net/OMV_Turkeve_2412hrsz
"8900 Zalaegerszeg, Balatoni u 5-7. / Zalapark (Oranges Oil Company)","Zalaegerszeg, Balatoni u 5-7. / Zalapark",Zalaegerszeg,8900,Oranges Oil Company,0,https://holtankoljak.net/oranges_oil_company_zalaegerszeg_balatoniu5-7zalapark
"5430 Tiszaföldvár, Kunszentmártoni út 1. (lukoil)","Tiszaföldvár, Kunszentmártoni út 1.",Tiszaföldvár,5430,lukoil,0,https://holtankoljak.net/lukoil_Tiszafoldvar_Kunszentmartoniut1
"1021 Budapest II, Hűvösvölgyi út 118. (omv)","Budapest II, Hűvösvölgyi út 118.",Budapest II,1021,omv,0,https://holtankoljak.net/omv_budapest_ii_huvosvolgyiut118
"2170 Aszód, Falujárók útja 44. (AVIA)","Aszód, Falujárók útja 44.",Aszód,2170,AVIA,0,https://holtankoljak.net/AVIA_Aszod_Falujarokutja44
"2461 Tárnok, M7 Autópálya 26 km DÉL (lukoil)","Tárnok, M7 Autópálya 26 km DÉL",Tárnok,2461,lukoil,1,https://holtankoljak.net/lukoil_Tarnok_M7Autopalya26kmDeL
"2181 Iklad, Alsómajor 057/59 hrsz. (avia)","Iklad, Alsómajor 057/59 hrsz.",Iklad,2181,avia,0,https://holtankoljak.net/avia_Iklad_Alsomajor05759hrsz
"4181 Nádudvar, Bem József u. 5. (nagisz_zrt_)","Nádudvar, Bem József u. 5.",Nádudvar,4181,nagisz_zrt_,0,https://holtankoljak.net/nagisz_zrt__Nadudvar_BemJozsefu5
"8157 Fűle, M7 Autópálya 83 km (Dél) (Lepsény) II (mol)","Fűle, M7 Autópálya 83 km",Fűle,8157,mol,1,https://holtankoljak.net/mol_fule_m7autopalya83kmeszaklepseny
"1138 Budapest XIII, Váci út 196. (shell)","Budapest XIII, Váci út 196.",Budapest XIII,1138,shell,0,https://holtankoljak.net/shell_budapest_xiii_vaciut196
"3529 Miskolc, Testvérvárosok útja 2/a. (omv)","Miskolc, Testvérvárosok útja 2/a.",Miskolc,3529,omv,0,https://holtankoljak.net/omv_Miskolc_Testvervarosokutja2a
"1106 Budapest X, Jászberényi út 53. (Mobil Petrol)","Budapest X, Jászberényi út 53.",Budapest X,1106,Mobil Petrol,0,https://holtankoljak.net/mobil_petrol_budapest_x_jaszberenyiut53
"1097 Budapest IX, Gubacsi u. 27. (IX.) (mol)","Budapest IX, Gubacsi u. 27.",Budapest IX,1097,mol,0,https://holtankoljak.net/mol_budapest_gubacsiu27ix
"6921 Maroslele, M43 (OIL!)","Maroslele, M43",Maroslele,6921,OIL!,1,https://holtankoljak.net/OIL!_Maroslele_M43
"2151 Fót, Szabó Dezső u. 2/B. (omv)","Fót, Szabó Dezső u. 2/B.",Fót,2151,omv,0,https://holtankoljak.net/omv_Fot_SzaboDezsou2B
"9330 Kapuvár, Ipartelepi u. 8. (Fullenergy)","Kapuvár, Ipartelepi u. 8.",Kapuvár,9330,Fullenergy,0,https://holtankoljak.net/Fullenergy_Kapuvar_Ipartelepiu8
"2220 Vecsés, Gyáli út 20-22. (omv)","Vecsés, Gyáli út 20-22.",Vecsés,2220,omv,0,https://holtankoljak.net/omv_vecses_gyaliut20-22
"2651 Rétság, Pusztaszántói út 1. (omv)","Rétság, Pusztaszántói út 1.",Rétság,2651,omv,0,https://holtankoljak.net/omv_Retsag_Pusztaszantoiut1
"9300 Csorna, Soproni út 64. (shell)","Csorna, Soproni út 64.",Csorna,9300,shell,0,https://holtankoljak.net/shell_Csorna_Soproniut64
"6111 Gátér, Szabadság u. 21. (magán)","Gátér, Szabadság u. 21.",Gátér,6111,magán,0,https://holtankoljak.net/magan_Gater_Szabadsagu21
"3526 Miskolc, Szentpéteri kapu 78. (lukoil)","Miskolc, Szentpéteri kapu 78.",Miskolc,3526,lukoil,0,https://holtankoljak.net/lukoil_Miskolc_Szentpeterikapu78
"6400 Kiskunhalas, Majsai út 18.  (mol)","Kiskunhalas, Majsai út 18.",Kiskunhalas,6400,mol,0,https://holtankoljak.net/mol_Kiskunhalas_Majsaiut18
"8230 Balatonfűred, Széchenyi István út  (mol)","Balatonfűred, Széchenyi István út",Balatonfűred,8230,mol,0,https://holtankoljak.net/mol_Balatonfured_SzechenyiIstvanut
"8700 Marcali, Noszlopy Gáspár u. 37.  (mol)","Marcali, Noszlopy Gáspár u. 37.",Marcali,8700,mol,0,https://holtankoljak.net/mol_Marcali_NoszlopyGasparu37
"8719 Böhönye, 61-es és 68-as csomópont (lukoil)","Böhönye, 61-es és 68-as csomópont",Böhönye,8719,lukoil,0,https://holtankoljak.net/lukoil_bohonye_61-eses68-ascsomopont#tartalom
"2045 Törökbálint, M0 autópálya 6 km. szelv.( Annahegyi pihenő) dél (mol)","Törökbálint, M0 autópálya 6 km. szelv.",Törökbálint,2045,mol,1,https://holtankoljak.net/mol_torokbalint_m0autopalya6kmszelvannahegyipihenodel
"9028 Győr, Fehérvári út 75. (avia)","Győr, Fehérvári út 75.",Győr,9028,avia,0,https://holtankoljak.net/avia_Gyor_Fehervariut75
"2800 Tatabánya, 1. főút 53. km (shell)","Tatabánya, 1. főút 53. km",Tatabánya,2800,shell,0,https://holtankoljak.net/shell_Tatabanya_1fout53km
"6000 Kecskemét, Felsőcsalános u. 54. (Canada Petrol)","Kecskemét, Felsőcsalános u. 54.",Kecskemét,6000,Canada Petrol,0,https://holtankoljak.net/canada_petrol_kft__kecskemet_felsocsalanosu54
"3300 Eger, Tárkányi út (magán)","Eger, Tárkányi út",Eger,3300,magán,0,https://holtankoljak.net/magan_Eger_Tarkanyiut
"8000 Székesfehérvár, Palotai út (shell)","Székesfehérvár, Palotai út",Székesfehérvár,8000,shell,0,https://holtankoljak.net/shell_Szekesfehervar_Palotaiut
"5091 Tószeg, Várkonyi u. 1. (Mobil Petrol)","Tószeg, Várkonyi u. 1.",Tószeg,5091,Mobil Petrol,0,https://holtankoljak.net/Mobil_Petrol_Toszeg_Varkonyiu1
"8000 Székesfehérvár, Seregélyesi út 118. (GP Petrol)","Székesfehérvár, Seregélyesi út 118.",Székesfehérvár,8000,GP Petrol,0,https://holtankoljak.net/GP_Petrol_Szekesfehervar_Seregelyesiut118
"7633 Pécs, Endresz út  (mol)","Pécs, Endresz út",Pécs,7633,mol,0,https://holtankoljak.net/mol_Pecs_Endreszut
"1097 Budapest IX, Határ út - Soroksári út sarok (omv)","Budapest IX, Határ út - Soroksári út sarok",Budapest IX,1097,omv,0,https://holtankoljak.net/omv_budapest_ix_hatarut-soroksariutsarok
"1095 Budapest IX, Kvassay Jenő út 3 (lukoil)","Budapest IX, Kvassay Jenő út 3",Budapest IX,1095,lukoil,0,https://holtankoljak.net/lukoil_budapest_ix_kvassayjenout3
"1222 Budapest XXII, Nagytétényi út 27. (shell)","Budapest XXII, Nagytétényi út 27.",Budapest XXII,1222,shell,0,https://holtankoljak.net/shell_budapest_xxii_nagytetenyiut27
"9400 Sopron, Határátkelő I. (kimenő)  (mol)","Sopron, Határátkelő I.",Sopron,9400,mol,0,https://holtankoljak.net/mol_sopron_hataratkeloikimeno#tartalom
"9222 Hegyeshalom, Miklóshalmi út 1. (Unioil)","Hegyeshalom, Miklóshalmi út 1.",Hegyeshalom,9222,Unioil,0,https://holtankoljak.net/hatar_kut_hungary_kft__hegyeshalom_mikloshalmiut1#tartalom
"9700 Szombathely, Rumi út (omv)","Szombathely, Rumi út",Szombathely,9700,omv,0,https://holtankoljak.net/omv_Szombathely_Rumiut
"1027 Budapest II, Csalogány u. 55. (shell)","Budapest II, Csalogány u. 55.",Budapest II,1027,shell,0,https://holtankoljak.net/shell_budapest_ii_csaloganyu55
"4400 Nyíregyháza, Orosi út 22. (shell)","Nyíregyháza, Orosi út 22.",Nyíregyháza,4400,shell,0,https://holtankoljak.net/shell_Nyiregyhaza_Orosiut22
"8171 Balatonvilágos, hrsz 054/256. (mobil-petrol)","Balatonvilágos, hrsz 054/256.",Balatonvilágos,8171,mobil-petrol,0,https://holtankoljak.net/mobil-petrol_Balatonvilagos_hrsz054256
"2030 Érd, 6.sz. főút jobb 23km (omv)","Érd, 6.sz. főút jobb 23km",Érd,2030,omv,0,https://holtankoljak.net/omv_erd_6szfoutjobb23km
"2241 Sülysáp, Pesti út 56. (shell)","Sülysáp, Pesti út 56.",Sülysáp,2241,shell,0,https://holtankoljak.net/shell_Sulysap_Pestiut56
"7150 Bonyhád, Külterület 032/27. hrsz. 6 sz. főút (oil)","Bonyhád, Külterület 032/27. hrsz. 6 sz. főút",Bonyhád,7150,oil,0,https://holtankoljak.net/oil_Bonyhad_Kulterulet03227hrsz6szfout
"3200 Gyöngyös, Szurdokpart utca 78. (AVIA)","Gyöngyös, Szurdokpart utca 78.",Gyöngyös,3200,AVIA,0,https://holtankoljak.net/AVIA_Gyongyos_Szurdokpartutca78
"1101 Budapest X, Kőbányai út55. (nkm-mobilitas)","Budapest X, Kőbányai út55.",Budapest X,1101,nkm-mobilitas,0,https://holtankoljak.net/nkm-mobilitas_budapest_x_kobanyaiut55
"4200 Hajdúszoboszló, Debreceni út (mol)","Hajdúszoboszló, Debreceni út",Hajdúszoboszló,4200,mol,0,https://holtankoljak.net/mol_Hajduszoboszlo_Debreceniut
"5331 Kenderes, Petőfi út 73/A (mol)","Kenderes, Petőfi út 73/A",Kenderes,5331,mol,0,https://holtankoljak.net/mol_Kenderes_Petofiut73A
"8000 Székesfehérvár, Aszalvölgyi út 1. (shell)","Székesfehérvár, Aszalvölgyi út 1.",Székesfehérvár,8000,shell,0,https://holtankoljak.net/shell_Szekesfehervar_Aszalvolgyiut1
"7936 Szentlászló, 066/2 hrsz.  (mol)","Szentlászló, 066/2 hrsz.",Szentlászló,7936,mol,0,https://holtankoljak.net/mol_Szentlaszlo_0662hrsz
"2400 Dunaújváros, Papírgyári út 49. (super_mol_kft_)","Dunaújváros, Papírgyári út 49.",Dunaújváros,2400,super_mol_kft_,0,https://holtankoljak.net/super_mol_kft__Dunaujvaros_Papirgyariut49
"7811 Szalánta, 58. Főút (mol)","Szalánta, 58. Főút",Szalánta,7811,mol,0,https://holtankoljak.net/mol_Szalanta_58Fout
"3526 Miskolc, Búza tér (mol)","Miskolc, Búza tér",Miskolc,3526,mol,0,https://holtankoljak.net/mol_Miskolc_Buzater
"1142 Budapest XIV, Ógyalla tér 1. (nkm-mobilitas)","Budapest XIV, Ógyalla tér 1.",Budapest XIV,1142,nkm-mobilitas,0,https://holtankoljak.net/nkm-mobilitas_budapest_xiv_ogyallater1
"9012 Győr, Győri út 2/A. Ménfőcsanak (Conoil)","Győr, Győri út 2/A. Ménfőcsanak",Győr,9012,Conoil,0,https://holtankoljak.net/concordia_trans_kft__gyor_gyoriut2amenfocsanak#tartalom
"9241 Jánossomorja, Mosonudvar 051/101 hrsz. (port_oil_oktan_kft_)","Jánossomorja, Mosonudvar 051/101 hrsz.",Jánossomorja,9241,port_oil_oktan_kft_,0,https://holtankoljak.net/port_oil_oktan_kft__Janossomorja_Mosonudvar051101hrsz
"3527 Miskolc, Sajószigeti út 2. (magán)","Miskolc, Sajószigeti út 2.",Miskolc,3527,magán,0,https://holtankoljak.net/magan_Miskolc_Sajoszigetiut2
"1163 Budapest XVI, Simongát utca 2. (magán)","Budapest XVI, Simongát utca 2.",Budapest XVI,1163,magán,0,https://holtankoljak.net/magan_budapest_xvi_simongatutca2
"6000 Kecskemét, M5 autópálya jobb (mol)","Kecskemét, M5 autópálya jobb",Kecskemét,6000,mol,1,https://holtankoljak.net/mol_Kecskemet_M5autopalyajobb
"5700 Gyula, Csabai út 1. (shell)","Gyula, Csabai út 1.",Gyula,5700,shell,0,https://holtankoljak.net/shell_Gyula_Csabaiut1
"8360 Keszthely, Festetics György u.  (mol)","Keszthely, Festetics György u.",Keszthely,8360,mol,0,https://holtankoljak.net/mol_Keszthely_FesteticsGyorgyu
"4434 Kálmánháza, M3 ap. Kálmánháza BAL OLDAL (mobil-petrol)","Kálmánháza, M3 ap. Kálmánháza BAL OLDAL",Kálmánháza,4434,mobil-petrol,1,https://holtankoljak.net/mobil-petrol_Kalmanhaza_M3apKalmanhazaBALOLDAL
"6600 Szentes, Vásárhelyi út 110 (shell)","Szentes, Vásárhelyi út 110",Szentes,6600,shell,0,https://holtankoljak.net/shell_Szentes_Vasarhelyiut110
"7131 Tolna-Mözs, Béri Balogh Ádám u. 4. (mol)","Tolna-Mözs, Béri Balogh Ádám u. 4.",Tolna-Mözs,7131,mol,0,https://holtankoljak.net/mol_Tolna-Mozs_BeriBaloghadamu4
"6900 Makó, Justh Gyula utca 67. (edo)","Makó, Justh Gyula utca 67.",Makó,6900,edo,0,https://holtankoljak.net/edo_Mako_JusthGyulautca67
"2600 Vác, Diadal tér (mol)","Vác, Diadal tér",Vác,2600,mol,0,https://holtankoljak.net/mol_Vac_Diadalter
"3450 Mezőcsát, 0134/27 hrsz. (Hunpetrol)","Mezőcsát, 0134/27 hrsz.",Mezőcsát,3450,Hunpetrol,0,https://holtankoljak.net/Hunpetrol_Mezocsat_013427hrsz
"6800 Hódmezővásárhely, Szántó Kovács János út 170. (mol)","Hódmezővásárhely, Szántó Kovács János út 170.",Hódmezővásárhely,6800,mol,0,https://holtankoljak.net/mol_Hodmezovasarhely_SzantoKovacsJanosut170
"4002 Debrecen, Benedek tér (mol)","Debrecen, Benedek tér",Debrecen,4002,mol,0,https://holtankoljak.net/mol_Debrecen_Benedekter
"2000 Szentendre, Vasúti villasor 6. (mol)","Szentendre, Vasúti villasor 6.",Szentendre,2000,mol,0,https://holtankoljak.net/mol_Szentendre_Vasutivillasor6
"1101 Budapest X, Üllői út 110-112. (omv)","Budapest X, Üllői út 110-112.",Budapest X,1101,omv,0,https://holtankoljak.net/omv_budapest_x_ulloiut110-112
"2071 Páty, 22-es km észak (Sasfészek-tó) Páty (mol)","Páty, 22-es km észak",Páty,2071,mol,0,https://holtankoljak.net/mol_paty_22-eskmeszaksasfeszek-topaty
"6700 Szeged, Budapesti út 8. (shell)","Szeged, Budapesti út 8.",Szeged,6700,shell,0,https://holtankoljak.net/shell_Szeged_Budapestiut8
"6500 Baja, Bajcsy-Zsilinszky utca 56. (avia)","Baja, Bajcsy-Zsilinszky utca 56.",Baja,6500,avia,0,https://holtankoljak.net/avia_baja_bajcsy-zsilinszkyutca56#tartalom
"6449 Mélykút, Öregmajor 143. (Majorkakút)","Mélykút, Öregmajor 143.",Mélykút,6449,Majorkakút,0,https://holtankoljak.net/Majorkakut_Melykut_oregmajor143
"3390 Fűzesabony, 33. főút 0197/6 hrsz (OIL!)","Fűzesabony, 33. főút 0197/6 hrsz",Fűzesabony,3390,OIL!,0,https://holtankoljak.net/OIL!_Fuzesabony_33fout01976hrsz
"3500 Miskolc, Búza tér 16 (omv)","Miskolc, Búza tér 16",Miskolc,3500,omv,0,https://holtankoljak.net/omv_Miskolc_Buzater16
"7100 Szekszárd, Palánki u. 2. (shell)","Szekszárd, Palánki u. 2.",Szekszárd,7100,shell,0,https://holtankoljak.net/shell_Szekszard_Palankiu2
"9000 Győr, Szigethy Attila út 111. (shell)","Győr, Szigethy Attila út 111.",Győr,9000,shell,0,https://holtankoljak.net/shell_Gyor_SzigethyAttilaut111
"4090 Polgár, Hajdú u. 16.(Munkácsy út) (mol)","Polgár, Hajdú u. 16.",Polgár,4090,mol,0,https://holtankoljak.net/mol_polgar_hajduu16munkacsyut
"7090 Tamási, Belterület 2594 hrsz. (magán)","Tamási, Belterület 2594 hrsz.",Tamási,7090,magán,0,https://holtankoljak.net/magan_Tamasi_Belterulet2594hrsz
"1108 Budapest X, Gyömrői út 105. (NIT Hungary)","Budapest X, Gyömrői út 105.",Budapest X,1108,NIT Hungary,0,https://holtankoljak.net/nit_hungary_budapest_x_gyomroiut105
"1173 Budapest XVII, Pesti út 2. (lukoil)","Budapest XVII, Pesti út 2.",Budapest XVII,1173,lukoil,0,https://holtankoljak.net/lukoil_budapest_xvii_pestiut2
"8093 Lovasberény, Vörösmarty u. 12. (Magán kút)","Lovasberény, Vörösmarty u. 12.",Lovasberény,8093,Magán kút,0,https://holtankoljak.net/Magan_kut_Lovasbereny_Vorosmartyu12
"6347 Érsekcsanád, Kt. 09/34 hrsz. (AVIA)","Érsekcsanád, Kt. 09/34 hrsz.",Érsekcsanád,6347,AVIA,0,https://holtankoljak.net/AVIA_ersekcsanad_Kt0934hrsz
"6500 Baja, Dózsa György út 126-130. (shell)","Baja, Dózsa György út 126-130.",Baja,6500,shell,0,https://holtankoljak.net/shell_baja_dozsagyorgyut126-130
"6400 Kiskunhalas, Kárpát u. 9. (shell)","Kiskunhalas, Kárpát u. 9.",Kiskunhalas,6400,shell,0,https://holtankoljak.net/shell_Kiskunhalas_Karpatu9
"2536 Nyergesújfalu, Bécsi út 2 (lukoil)","Nyergesújfalu, Bécsi út 2",Nyergesújfalu,2536,lukoil,0,https://holtankoljak.net/lukoil_Nyergesujfalu_Becsiut2
"1096 Budapest IX, Haller u. 56. (shell)","Budapest IX, Haller u. 56.",Budapest IX,1096,shell,0,https://holtankoljak.net/shell_budapest_ix_halleru56
"6758 Röszke, M5 autópálya 0112/25 hrsz 172 km (omv)","Röszke, M5 autópálya 0112/25 hrsz 172 km",Röszke,6758,omv,1,https://holtankoljak.net/omv_Roszke_M5autopalya011225hrsz172km
"8660 Tab, Siófoki út 3. (mol)","Tab, Siófoki út 3.",Tab,8660,mol,0,https://holtankoljak.net/mol_Tab_Siofokiut3
"5231 Fegyvernek, 4.sz. fkl. út (mol)","Fegyvernek, 4.sz. fkl. út",Fegyvernek,5231,mol,0,https://holtankoljak.net/mol_Fegyvernek_4szfklut
"3500 Miskolc, Szentpéteri kapu 105. (shell)","Miskolc, Szentpéteri kapu 105.",Miskolc,3500,shell,0,https://holtankoljak.net/shell_Miskolc_Szentpeterikapu105
"9700 Szombathely, Dolgozók útja (shell)","Szombathely, Dolgozók útja",Szombathely,9700,shell,0,https://holtankoljak.net/shell_Szombathely_Dolgozokutja
"2942 Nagyigmánd, József A. u. 965/12 hrsz. (oil)","Nagyigmánd, József A. u. 965/12 hrsz.",Nagyigmánd,2942,oil,0,https://holtankoljak.net/oil_Nagyigmand_JozsefAu96512hrsz
"7045 Györköny, Fő u. 104. (Magán kút)","Györköny, Fő u. 104.",Györköny,7045,Magán kút,0,https://holtankoljak.net/Magan_kut_Gyorkony_Fou104
"1141 Budapest XIV, Hungária krt. 116-118. (omv)","Budapest XIV, Hungária krt. 116-118.",Budapest XIV,1141,omv,0,https://holtankoljak.net/omv_budapest_xiv_hungariakrt116-118
"1087 Budapest VIII, Kerepesi út 22. (omv)","Budapest VIII, Kerepesi út 22.",Budapest VIII,1087,omv,0,https://holtankoljak.net/omv_budapest_viii_kerepesiut22
"7632 Pécs, Zsolnay V. u. 41-43 (shell)","Pécs, Zsolnay V. u. 41-43",Pécs,7632,shell,0,https://holtankoljak.net/shell_pecs_zsolnayvu41-43
"4400 Nyíregyháza, Nagykállói út (mol)","Nyíregyháza, Nagykállói út",Nyíregyháza,4400,mol,0,https://holtankoljak.net/mol_Nyiregyhaza_Nagykalloiut
"1033 Budapest III, Mozaik u. 3. (mol)","Budapest III, Mozaik u. 3.",Budapest III,1033,mol,0,https://holtankoljak.net/mol_Budapest_Mozaiku3
"2881 Ászár, Győri út 42.sz. (mobil-petrol)","Ászár, Győri út 42.sz.",Ászár,2881,mobil-petrol,0,https://holtankoljak.net/mobil-petrol_aszar_Gyoriut42sz
"4534 Székely, Kapitány út 0156/20 hrsz. (ORI benzinkút)","Székely, Kapitány út 0156/20 hrsz.",Székely,4534,ORI benzinkút,0,https://holtankoljak.net/ORI_benzinkut_Szekely_Kapitanyut015620hrsz
"6085 Fűlöpszállás, Hármaspuszta 9. (lukoil)","Fűlöpszállás, Hármaspuszta 9.",Fűlöpszállás,6085,lukoil,0,https://holtankoljak.net/lukoil_Fulopszallas_Harmaspuszta9
"4030 Debrecen, Diószegi utca 32-34. (Magán kút)","Debrecen, Diószegi utca 32-34.",Debrecen,4030,Magán kút,0,https://holtankoljak.net/magan_kut_debrecen_dioszegiutca32-34
"2220 Vecsés, Fő út 6011/2 hrsz. (MOL)","Vecsés, Fő út 6011/2 hrsz.",Vecsés,2220,MOL,0,https://holtankoljak.net/MOL_Vecses_Fout60112hrsz
"3350 Kál, Rekettyés pihenő M3. I észak (mol)","Kál, Rekettyés pihenő M3. I észak",Kál,3350,mol,1,https://holtankoljak.net/mol_Kal_RekettyespihenoM3Ieszak
"6764 Balástya, Öszeszék 6. (lukoil)","Balástya, Öszeszék 6.",Balástya,6764,lukoil,0,https://holtankoljak.net/lukoil_Balastya_oszeszek6
"3240 Parád, 24.sz. fkl. út (mol)","Parád, 24.sz. fkl. út",Parád,3240,mol,0,https://holtankoljak.net/mol_Parad_24szfklut
"3070 Bátonyterenye, Ózdi út 36/a (lukoil)","Bátonyterenye, Ózdi út 36/a",Bátonyterenye,3070,lukoil,0,https://holtankoljak.net/lukoil_batonyterenye_ozdiut36a#tartalom
"4320 Nagykálló, Korányi Frigyes út 104. (mol)","Nagykálló, Korányi Frigyes út 104.",Nagykálló,4320,mol,0,https://holtankoljak.net/mol_Nagykallo_KoranyiFrigyesut104
"5200 Törökszentmiklós, Kossuth Lajos u. 137. (shell)","Törökszentmiklós, Kossuth Lajos u. 137.",Törökszentmiklós,5200,shell,0,https://holtankoljak.net/shell_Torokszentmiklos_KossuthLajosu137
