City_for_merge,lakasallomany,Kiskereskedelmiuzletek,munkanelkuliek1564,jarandosag,szjakepezojovegylakos,kulfoldreingazok,ivoviz,foglalkoztatottak1564,ezerlakosadozo,szemelygepkocsiezerlakos,gazdasagszam,ingazasikulonbozet,szjaalapperfo,helybenfoglalkoztatottak
Pat,617,49.0,10.6,26.7,1124,,100.0,44.2,361,441.7,14.0,50.0,3117,5.0
Sormás,399,12.0,7.6,29.7,1597,1.2,98.1,64.3,530,524.8,23.0,6.0,3016,59.4
Zalaújlak,828,,7.1,21.2,1108,,100.0,57.1,393,353.5,16.0,77.0,2823,30.8
Tápiógyörgye,444,76.0,9.6,24.6,1406,0.3,99.4,50.3,471,295.4,144.0,2.0,2985,12.5
Kóka,408,76.0,7.8,24.2,1625,0.1,100.3,56.7,510,420.2,237.0,1.0,3188,20.1
Szentlőrinckáta,433,46.0,6.6,24.0,1419,,100.1,59.6,478,352.9,126.0,1.0,2967,35.1
Tóalmás,368,66.0,9.6,24.0,1438,0.1,100.0,47.6,494,363.6,71.0,2.0,2914,25.5
Tápiószentmárton,430,83.0,7.4,26.0,1507,0.4,93.7,51.3,513,407.3,333.0,1.0,2935,14.8
Tápiószecső,386,69.0,8.1,24.3,1707,0.1,94.9,55.1,505,399.7,66.0,1.0,3381,27.1
Nagykáta,417,160.0,8.8,25.2,1704,0.0,96.0,55.2,508,426.8,266.0,0.0,3351,29.1
Sülysáp,349,76.0,8.4,21.8,1898,0.1,95.4,57.0,522,397.0,98.0,1.0,3635,40.9
Tápiószele,419,98.0,10.8,23.2,1505,0.3,95.9,49.4,490,348.8,104.0,1.0,3074,30.5
Mende,358,84.0,8.2,22.4,1898,0.1,100.1,58.6,531,382.2,82.0,2.0,3577,22.6
Tápióság,438,53.0,8.6,25.9,1569,0.5,100.2,52.2,517,411.5,58.0,3.0,3035,25.4
Úri,367,49.0,8.3,24.0,1723,0.1,100.0,55.9,507,394.7,29.0,3.0,3395,16.8
Szentmártonkáta,404,68.0,9.0,22.9,1671,0.2,79.3,52.4,515,373.4,148.0,2.0,3243,13.8
Farmos,442,60.0,9.5,24.3,1651,,91.8,53.1,487,388.8,111.0,2.0,3390,15.7
Tápióbicske,424,100.0,10.4,23.6,1476,,92.6,48.5,481,438.4,133.0,2.0,3071,19.9
Kocsér,528,97.0,9.4,25.7,1325,0.7,57.3,50.6,471,419.5,173.0,3.0,2816,17.3
Nyársapát,445,62.0,8.6,19.6,1263,,48.8,50.6,457,392.4,198.0,3.0,2767,19.3
Nagykőrös,454,108.0,9.6,25.4,1695,0.6,82.2,52.9,502,414.4,922.0,0.0,3378,7.9
Fülöp,426,65.0,12.2,21.1,1005,,82.9,41.3,433,325.5,540.0,4.0,2323,10.0
Vámospércs,410,128.0,13.0,21.3,1356,0.6,91.2,50.0,483,356.9,394.0,1.0,2807,32.5
Bagamér,409,67.0,17.6,18.6,737,,83.9,30.9,374,230.0,270.0,3.0,1973,19.5
Nyíradony,369,137.0,10.9,20.1,1232,0.7,87.6,43.3,491,342.1,433.0,1.0,2507,10.3
Álmosd,426,79.0,10.7,21.2,1067,0.8,91.7,43.5,442,307.8,159.0,4.0,2416,11.7
Nyíracsád,394,95.0,15.4,20.6,1467,0.5,92.1,44.9,491,341.4,460.0,2.0,2987,11.0
Nyírábrány,408,95.0,11.4,21.2,1189,0.5,84.0,46.0,425,320.1,318.0,2.0,2797,17.4
Újléta,374,61.0,13.7,16.0,644,,82.7,39.4,366,261.8,196.0,4.0,1761,21.9
Nyírmártonfalva,417,62.0,11.9,19.1,1335,,91.2,50.3,505,375.5,215.0,4.0,2641,10.9
Nyírlugos,486,112.0,9.5,22.3,1280,0.3,88.6,50.1,451,409.7,251.0,1.0,2835,20.0
Nyírvasvári,402,43.0,12.9,19.9,1228,,88.3,45.7,491,347.4,83.0,3.0,2503,13.0
Nyírderzs,452,51.0,12.1,19.1,1281,,85.1,41.1,511,320.4,87.0,13.0,2505,3.9
Máriapócs,359,135.0,12.4,26.4,1378,,90.8,50.1,487,356.3,100.0,2.0,2829,28.9
Nyírgyulaj,392,51.0,10.1,18.0,1290,0.5,90.9,41.5,492,347.1,251.0,5.0,2621,11.8
Bátorliget,524,47.0,14.4,23.5,1204,,69.2,45.8,496,414.4,60.0,5.0,2427,28.9
Nyírbátor,425,207.0,11.4,23.9,1544,0.4,96.1,48.9,479,410.3,319.0,0.0,3222,44.8
Penészlek,489,71.0,14.2,18.5,895,,74.3,43.4,405,318.8,134.0,6.0,2212,12.3
Nyírmihálydi,302,83.0,8.5,14.7,610,,70.7,30.8,342,190.0,111.0,5.0,1785,15.9
Nyírbogát,423,83.0,10.9,20.0,1505,,93.2,50.6,556,409.6,261.0,2.0,2707,7.3
Terem,447,63.0,12.0,17.0,1542,1.1,81.0,45.8,574,432.4,74.0,8.0,2687,15.3
Ömböly,598,30.0,9.4,27.6,803,,62.8,46.7,365,309.3,50.0,14.0,2200,12.9
Nyírgelse,460,93.0,5.0,21.2,1364,,85.5,54.2,503,360.9,75.0,2.0,2712,59.5
Nyírpilis,245,22.0,26.3,7.1,454,,55.4,16.8,356,126.8,29.0,17.0,1276,43.3
Nyírbéltek,386,77.0,10.7,18.6,928,0.3,82.3,42.5,433,374.6,287.0,2.0,2143,10.5
Pócspetri,413,78.0,11.6,21.8,1266,,92.2,54.6,494,385.0,139.0,3.0,2560,21.5
Nyírcsászári,411,96.0,13.2,20.0,1420,,90.2,48.3,520,379.5,52.0,6.0,2732,16.0
Encsencs,362,71.0,12.1,16.8,918,,81.5,35.6,438,350.2,149.0,4.0,2096,7.6
Piricse,338,71.0,17.0,14.3,957,,83.8,32.8,451,279.4,161.0,5.0,2125,17.0
Kisléta,322,45.0,8.6,20.0,1006,,89.0,36.3,423,288.2,70.0,3.0,2375,21.0
Nyírpazony,371,47.0,10.4,21.0,1957,0.1,100.4,56.0,546,453.2,141.0,2.0,3584,30.9
Napkor,372,88.0,11.8,22.0,1432,,97.7,48.8,520,428.9,238.0,2.0,2753,23.4
Tiszanagyfalu,400,64.0,13.7,24.8,1143,,98.1,47.7,437,331.6,124.0,5.0,2615,9.8
Timár,419,91.0,11.1,19.8,1024,,86.2,43.1,411,293.8,76.0,2.0,2495,48.3
Kótaj,341,98.0,13.4,19.1,1380,0.1,96.5,45.9,485,408.6,119.0,2.0,2847,17.3
Kálmánháza,422,107.0,8.6,21.9,1510,,87.3,49.3,560,395.0,239.0,2.0,2696,27.3
Szabolcs,455,48.0,4.7,23.7,1359,,100.0,45.8,488,311.0,11.0,18.0,2786,31.6
Nyírtelek,396,78.0,11.8,24.5,1483,0.1,89.2,52.8,509,424.1,428.0,1.0,2915,32.8
Nagycserkesz,416,59.0,12.5,19.0,955,,81.9,37.2,449,389.4,257.0,3.0,2126,31.8
Rakamaz,445,202.0,9.9,27.7,1290,,92.8,50.2,480,416.0,116.0,1.0,2689,25.7
Újfehértó,402,142.0,10.5,20.3,1458,0.1,96.5,49.2,532,404.1,970.0,0.0,2740,7.1
Nyírtura,378,82.0,10.7,21.9,1568,,92.0,56.1,507,446.3,175.0,3.0,3094,33.0
Apagy,391,102.0,8.5,23.0,1481,,93.7,52.9,522,406.7,206.0,2.0,2839,25.8
Sényő,355,73.0,16.4,20.8,1399,,99.0,44.7,521,377.1,56.0,5.0,2687,22.3
Nyíregyháza,463,167.0,8.9,24.8,1914,1.0,100.6,56.1,512,420.8,2030.0,0.0,3740,27.7
Békéssámson,491,102.0,7.8,25.1,1472,,93.7,54.6,547,395.2,263.0,3.0,2692,5.4
Gádoros,550,125.0,11.5,31.2,1261,,99.5,47.7,504,373.6,212.0,2.0,2503,12.8
Kardoskút,529,64.0,6.6,26.5,1607,,70.7,53.0,594,453.8,159.0,2.0,2706,57.8
Pusztaföldvár,602,50.0,10.8,29.2,1209,0.6,66.6,46.9,496,355.3,223.0,4.0,2438,13.0
Nagyszénás,500,129.0,9.9,32.5,1574,0.1,96.9,56.4,524,372.5,364.0,1.0,3003,9.4
Csanádapáca,572,94.0,12.3,28.6,1179,0.3,99.9,50.4,510,363.1,218.0,2.0,2313,7.2
Tótkomlós,528,156.0,10.3,28.2,1386,0.3,96.3,53.9,520,352.9,342.0,1.0,2668,12.5
Orosháza,539,180.0,8.1,30.4,1680,0.4,94.2,56.2,505,409.6,663.0,0.0,3330,23.4
Szákszend,445,55.0,7.0,24.6,2030,0.2,99.5,57.1,545,459.1,101.0,5.0,3725,17.9
Bokod,384,104.0,5.6,26.3,2071,0.2,99.8,60.5,515,486.2,98.0,2.0,4020,50.6
Oroszlány,457,95.0,7.2,28.1,2074,0.4,99.9,59.4,528,411.7,63.0,0.0,3928,28.5
Kecskéd,361,49.0,5.3,25.0,2318,1.4,98.5,63.5,537,475.8,24.0,4.0,4316,26.8
Kömlőd,366,55.0,8.1,21.3,2256,1.7,91.0,54.9,555,441.4,23.0,5.0,4063,27.5
Dad,398,84.0,5.3,24.3,2135,0.3,99.7,62.5,610,531.1,52.0,6.0,3500,19.8
Borsodnádasd,452,44.0,13.2,24.5,1054,0.5,93.2,42.5,410,313.4,79.0,2.0,2573,18.9
Ózd,473,126.0,13.2,26.0,1168,2.0,87.1,46.7,433,326.3,238.0,0.0,2698,22.6
Csokvaomány,529,51.0,11.7,27.6,911,,29.1,38.0,398,289.7,14.0,13.0,2286,13.8
Farkaslyuk,348,41.0,26.7,13.6,545,,76.6,26.9,348,213.6,7.0,4.0,1566,44.4
Lénárddaróc,643,41.0,15.2,36.1,1473,,33.8,43.3,474,401.6,9.0,45.0,3110,40.9
Csernely,601,29.0,24.8,24.2,745,1.1,44.6,34.9,351,297.1,13.0,8.0,2123,43.8
Sáta,491,67.0,14.6,25.7,1101,0.4,26.5,45.0,452,335.2,11.0,9.0,2435,19.7
Domaháza,442,68.0,31.3,20.2,709,,68.5,31.7,384,265.2,82.0,10.0,1849,10.0
Borsodbóta,437,51.0,20.5,22.7,1036,,76.7,37.3,464,352.8,25.0,9.0,2232,18.0
Bükkmogyorósd,850,,16.3,36.7,1066,,54.9,47.5,461,391.7,5.0,77.0,2313,15.4
Járdánháza,370,52.0,12.2,20.9,939,,74.8,40.8,413,297.8,23.0,5.0,2275,12.8
Nekézseny,528,77.0,9.0,33.0,1648,,50.7,47.6,518,396.3,25.0,12.0,3182,4.8
Arló,326,55.0,19.7,16.2,696,0.2,69.2,33.7,342,216.2,92.0,2.0,2035,26.0
Hangony,385,72.0,14.5,19.1,1201,,60.0,44.0,481,307.0,45.0,5.0,2498,14.0
Uppony,905,136.0,7.0,39.4,1506,,66.3,51.9,461,533.9,17.0,31.0,3266,3.1
Borsodszentgyörgy,427,62.0,13.2,27.0,1523,0.4,76.4,49.7,509,404.8,46.0,7.0,2991,19.2
Kissikátor,451,68.0,11.7,31.7,1444,,83.3,52.3,490,423.2,43.0,24.0,2945,29.3
Bölcske,480,91.0,8.5,27.5,1834,1.8,100.0,50.3,488,414.4,296.0,3.0,3754,14.6
Dunaszentgyörgy,420,57.0,5.0,28.0,2269,,100.0,56.7,502,433.0,75.0,3.0,4523,15.5
Pusztahencse,405,43.0,8.3,24.4,1386,0.4,100.0,52.6,477,376.5,59.0,8.0,2904,16.9
Sárszentlőrinc,522,52.0,9.0,29.3,1080,,85.3,47.7,437,405.0,69.0,6.0,2472,13.0
Györköny,466,62.0,5.5,26.5,2003,1.4,100.0,60.4,513,444.1,55.0,3.0,3903,32.7
Dunaföldvár,488,358.0,7.5,25.5,1804,0.6,100.2,59.1,503,442.6,416.0,0.0,3588,8.7
Németkér,457,55.0,9.8,28.0,1664,,100.0,55.8,488,424.9,103.0,4.0,3412,10.2
Bikács,502,49.0,12.4,25.9,1101,1.5,93.1,51.7,492,423.6,65.0,11.0,2239,21.6
Gerjen,448,52.0,9.0,27.5,1706,0.4,100.0,53.6,517,392.1,54.0,4.0,3299,19.2
Pálfa,449,41.0,12.5,31.6,1189,0.5,85.5,44.1,418,329.5,96.0,3.0,2845,5.7
Paks,475,173.0,4.6,28.5,3196,1.0,100.4,63.6,543,528.1,322.0,0.0,5885,33.0
Madocsa,450,71.0,5.2,28.1,2100,0.4,100.1,59.6,529,445.4,180.0,4.0,3972,16.5
Tengelic,474,43.0,8.7,31.8,1444,0.3,100.0,53.8,459,398.5,148.0,2.0,3148,28.7
Nagydorog,437,146.0,8.7,27.0,1325,0.2,100.0,52.3,458,425.2,201.0,2.0,2895,18.5
Kajdacs,476,72.0,8.6,26.4,1311,0.5,88.8,47.1,493,404.9,58.0,4.0,2661,16.2
Bakonygyirót,669,171.0,3.7,26.3,1651,3.4,91.5,50.0,478,400.0,11.0,42.0,3458,54.2
Bakonyszentlászló,474,85.0,5.8,26.8,1814,0.8,82.1,58.2,490,453.1,47.0,4.0,3701,9.1
Tápszentmiklós,359,62.0,6.4,21.0,2417,0.3,96.5,64.7,622,651.5,45.0,10.0,3883,20.4
Lázi,442,95.0,6.6,19.3,2016,,96.2,54.3,561,404.5,43.0,13.0,3593,13.9
Tarjánpuszta,360,71.0,4.8,21.8,2201,,98.7,66.8,536,436.0,11.0,28.0,4105,22.2
Ravazd,401,100.0,6.5,24.0,1958,2.1,93.1,62.0,544,483.3,39.0,5.0,3602,38.0
Fenyőfő,915,,7.4,24.5,1497,,86.0,55.9,404,404.3,2.0,43.0,3705,4.3
Győrasszonyfa,408,20.0,5.6,22.7,1934,0.6,95.6,64.8,526,422.5,19.0,19.0,3674,32.7
Pannonhalma,326,88.0,5.4,20.1,1975,2.7,96.9,55.7,509,351.1,58.0,1.0,3880,27.8
Écs,351,69.0,4.4,17.4,2170,2.2,100.7,63.4,542,446.7,65.0,3.0,4006,35.3
Románd,468,65.0,3.0,24.5,2152,,100.0,60.4,576,471.0,12.0,15.0,3738,41.5
Sikátor,460,32.0,7.2,26.7,1503,2.1,94.4,47.8,471,373.0,6.0,91.0,3189,27.3
Bakonypéterd,434,35.0,8.0,17.8,2181,,99.2,64.8,621,412.6,17.0,63.0,3510,25.0
Veszprémvarsány,408,141.0,5.0,22.2,2067,1.8,98.2,65.2,521,474.6,29.0,3.0,3966,40.7
Pázmándfalu,392,44.0,7.8,18.0,2016,0.7,99.1,59.1,530,412.2,46.0,9.0,3807,17.0
Táp,402,93.0,5.5,22.8,2147,,94.4,63.0,543,457.9,57.0,7.0,3958,23.9
Nyalka,406,,7.6,20.9,2035,1.2,97.0,61.8,527,445.8,23.0,27.0,3864,29.7
Bakonyság,1170,213.0,11.8,46.8,870,,100.0,38.2,405,893.6,11.0,67.0,2147,73.3
Nemesszalók,425,83.0,4.1,23.5,1878,0.7,99.7,68.8,577,458.1,34.0,4.0,3256,36.9
Nagytevel,421,39.0,7.3,27.3,1644,,100.0,64.4,539,483.4,13.0,14.0,3052,30.4
Nagydém,494,31.0,15.3,25.8,1175,,100.0,45.5,474,298.7,15.0,28.0,2480,5.6
Döbrönte,449,39.0,5.5,26.6,1936,,100.0,66.7,569,609.4,20.0,19.0,3402,53.8
Pápakovácsi,352,73.0,5.8,32.2,1859,1.6,100.0,56.1,442,400.7,25.0,6.0,4208,63.0
Bakonytamási,474,70.0,11.7,21.9,1805,3.3,100.0,55.0,528,419.6,52.0,18.0,3419,7.0
Pápateszér,388,75.0,10.0,19.0,1620,0.4,100.0,55.6,515,392.2,55.0,5.0,3144,27.9
Dáka,272,16.0,3.6,19.7,1256,1.9,99.4,33.8,368,350.5,41.0,5.0,3418,73.2
Gic,446,122.0,7.8,26.9,1849,,91.8,58.4,592,458.7,14.0,12.0,3125,34.9
Nemesgörzsöny,474,112.0,5.7,28.2,1787,0.5,98.3,59.7,552,456.0,47.0,10.0,3238,23.3
Nyárád,438,98.0,6.6,26.1,1557,0.4,99.4,57.2,532,529.3,41.0,4.0,2925,51.0
Pápasalamon,487,,11.8,19.1,1431,,100.0,49.4,536,371.0,22.0,37.0,2670,14.8
Bakonypölöske,419,26.0,12.9,26.7,1542,1.3,100.0,56.1,526,401.0,11.0,7.0,2931,48.9
Nagygyimót,483,58.0,6.0,27.2,1649,2.2,99.2,61.3,545,464.1,39.0,17.0,3026,15.0
Gecse,476,26.0,10.7,25.6,1701,,100.0,51.9,508,386.2,37.0,30.0,3350,27.3
Béb,397,39.0,7.0,21.4,1810,1.0,100.0,64.5,505,455.3,27.0,71.0,3580,7.1
Németbánya,800,,7.4,20.0,1267,,94.3,57.4,454,490.9,9.0,,2792,
Kemeneshőgyész,497,62.0,3.1,27.8,1468,1.8,100.0,60.9,496,383.5,41.0,12.0,2960,22.9
Csót,412,57.0,8.3,26.5,1653,2.4,100.0,56.9,533,441.3,33.0,2.0,3099,64.0
Takácsi,434,61.0,8.9,25.6,1805,1.9,100.3,60.4,536,404.9,50.0,8.0,3366,30.1
Bakonykoppány,604,52.0,4.8,33.9,1497,,100.0,54.8,464,500.0,14.0,32.0,3226,29.0
Marcalgergelyi,500,86.0,9.2,23.6,1876,,100.0,59.8,554,376.4,11.0,9.0,3388,54.1
Homokbödöge,468,63.0,6.8,27.5,1554,0.4,100.0,61.3,512,507.9,53.0,12.0,3038,24.1
Vanyola,520,81.0,12.1,22.0,1506,,100.0,52.1,526,398.4,42.0,13.0,2861,21.1
Bakonyszücs,560,37.0,13.7,27.5,1497,,100.0,48.4,461,428.6,25.0,37.0,3250,33.3
Kup,415,24.0,6.3,26.9,1707,0.6,100.0,55.3,540,455.2,31.0,6.0,3159,85.0
Mezőlak,416,94.0,6.7,23.6,1843,0.5,99.0,60.0,548,428.3,62.0,2.0,3363,67.6
Nóráp,538,109.0,7.3,32.6,1566,,100.0,57.0,574,500.0,22.0,32.0,2727,16.1
Kemenesszentpéter,478,48.0,6.1,29.2,1852,2.0,100.0,63.9,514,381.8,18.0,12.0,3602,14.1
Lovászpatona,461,90.0,9.0,26.3,1684,1.2,100.0,54.5,511,359.7,64.0,5.0,3298,20.6
Magyargencs,585,131.0,2.9,34.5,1606,1.4,100.0,62.6,518,432.3,42.0,20.0,3103,4.0
Ganna,577,,9.8,24.9,1849,,100.0,58.9,544,629.1,17.0,20.0,3395,32.7
Egyházaskesző,485,98.0,5.9,23.5,1552,0.7,100.0,61.2,508,311.2,17.0,9.0,3057,40.7
Pápa,481,186.0,7.3,28.3,1944,2.7,100.1,59.6,515,442.0,356.0,0.0,3775,27.3
Vinár,453,99.0,5.5,23.6,1996,,100.0,62.8,596,428.6,8.0,67.0,3351,20.0
Marcaltő,459,96.0,4.9,27.9,1714,2.3,79.6,66.8,537,430.5,46.0,4.0,3190,47.5
Ugod,464,72.0,5.9,28.0,1798,2.1,100.0,59.2,509,468.2,57.0,3.0,3532,42.2
Várkesző,815,74.0,7.1,36.3,1395,,78.2,51.3,475,540.7,8.0,111.0,2937,11.1
Mihályháza,421,67.0,10.5,28.0,1710,1.2,99.4,58.1,533,379.0,31.0,14.0,3210,26.1
Malomsok,494,61.0,5.8,30.8,1699,0.8,97.5,59.5,567,465.3,55.0,12.0,2995,25.9
Békás,447,47.0,6.3,25.1,1580,1.4,93.8,57.7,496,367.4,11.0,100.0,3188,10.0
Külsővat,262,31.0,4.2,25.0,1508,0.6,98.8,62.5,483,210.0,19.0,9.0,3121,19.3
Pápadereske,375,34.0,3.8,25.3,1609,1.0,99.1,59.5,467,426.6,14.0,77.0,3444,7.7
Nagyacsád,437,34.0,5.9,24.7,1727,,98.8,59.0,546,477.7,22.0,29.0,3163,11.8
Adásztevel,404,64.0,9.0,27.0,1685,0.8,100.0,57.5,514,403.1,30.0,11.0,3275,17.6
Vaszar,436,67.0,4.8,26.2,1938,1.6,100.0,61.8,544,468.5,80.0,4.0,3564,18.8
Bakonyszentiván,451,133.0,11.3,18.1,1701,,100.0,53.9,517,393.8,26.0,29.0,3290,32.4
Bakonyjákó,371,57.0,10.0,25.3,1676,,100.0,60.4,518,413.4,54.0,9.0,3236,24.6
Pásztó,459,172.0,10.9,27.3,1781,1.4,99.7,54.2,517,428.0,190.0,0.0,3449,34.0
Egyházasdengeleg,550,51.0,16.1,34.5,1502,,99.5,44.3,494,1716.1,16.0,19.0,3039,25.0
Erdőtarcsa,498,41.0,10.9,26.1,1334,,82.5,51.3,487,419.1,13.0,19.0,2740,3.7
Garáb,1000,333.0,9.4,20.0,2268,,96.7,50.0,658,616.7,4.0,100.0,3447,30.0
Mátraszőlős,455,54.0,9.2,24.4,1405,,96.1,54.2,485,412.1,21.0,6.0,2895,5.6
Kálló,317,24.0,17.1,15.7,1007,,89.1,37.7,389,266.7,11.0,5.0,2589,28.4
Héhalom,413,61.0,14.2,24.5,1600,,87.3,49.6,498,380.4,26.0,9.0,3212,28.1
Cserhátszentiván,1280,100.0,16.8,41.0,1912,,100.0,48.4,517,570.0,10.0,45.0,3701,22.7
Ecseg,440,94.0,20.4,20.9,1025,,80.4,42.2,456,292.9,16.0,7.0,2247,21.5
Erdőkürt,531,40.0,14.5,31.3,1631,,100.4,49.0,491,421.2,20.0,23.0,3322,9.3
Bokor,723,106.0,11.7,28.7,1287,,100.0,63.3,491,489.4,12.0,27.0,2623,18.9
Szarvasgede,538,50.0,11.2,27.8,1686,4.7,96.8,59.7,519,421.8,19.0,27.0,3246,16.2
Vanyarc,422,51.0,9.9,29.3,1472,0.6,91.1,52.3,462,355.1,34.0,8.0,3188,6.3
Csécse,508,84.0,12.2,27.1,1408,,92.9,51.1,501,409.6,12.0,9.0,2812,17.8
Felsőtold,770,74.0,10.1,30.4,1345,,96.2,50.7,496,511.1,11.0,77.0,2709,23.1
Szirák,394,44.0,16.7,20.9,992,,80.0,33.1,435,291.3,32.0,6.0,2282,28.8
Alsótold,476,86.0,12.9,35.6,1584,,99.1,62.4,564,549.4,9.0,20.0,2811,20.4
Kozárd,743,,8.2,24.0,1530,,94.6,64.9,552,417.1,9.0,29.0,2770,42.9
Jobbágyi,440,46.0,10.9,26.4,1373,0.3,79.2,42.7,447,364.4,32.0,3.0,3068,28.2
Tar,470,60.0,17.4,28.0,1310,0.8,89.7,43.0,456,361.5,30.0,5.0,2874,29.9
Kutasó,815,109.0,11.1,31.5,1003,,98.7,48.1,481,2521.7,7.0,,2087,
Szurdokpüspöki,499,56.0,8.3,30.7,1814,0.4,99.0,59.8,527,439.8,51.0,4.0,3443,21.2
Palotás,422,131.0,5.0,26.4,1903,0.2,93.6,58.1,530,420.3,18.0,5.0,3590,22.5
Bér,513,26.0,23.3,23.3,1122,,75.5,36.1,466,403.1,10.0,26.0,2408,10.3
Buják,434,52.0,14.9,23.7,1499,0.2,88.1,51.4,479,356.9,56.0,3.0,3127,9.3
Kisbágyon,466,71.0,4.5,25.3,1564,,95.4,57.8,485,366.4,11.0,29.0,3225,14.7
Görcsöny,344,84.0,7.7,33.6,1487,0.8,100.0,52.5,457,396.8,51.0,3.0,3251,53.6
Szilágy,470,,10.8,23.7,1255,,97.7,50.0,450,374.6,21.0,24.0,2789,45.2
Ócsárd,394,56.0,15.7,25.9,1373,,97.1,48.0,477,439.4,20.0,8.0,2877,64.0
Gyód,337,40.0,8.2,24.1,1610,0.4,100.0,55.8,527,433.3,5.0,38.0,3054,11.5
Berkesd,370,63.0,12.4,24.6,1197,,100.0,44.2,474,360.9,22.0,8.0,2525,28.3
Bakonya,423,60.0,19.3,22.9,1049,,100.0,40.3,433,443.5,18.0,14.0,2422,54.2
Egerág,379,44.0,8.8,24.6,1640,1.5,95.6,57.9,472,459.4,40.0,6.0,3472,24.7
Hosszúhetény,348,55.0,10.6,24.6,1673,0.1,97.4,50.1,476,417.1,124.0,3.0,3517,18.2
Husztót,824,,10.5,31.4,773,,85.7,47.4,344,509.8,5.0,,2247,
Szalánta,392,44.0,10.3,25.3,1530,0.3,95.1,53.9,512,420.7,52.0,4.0,2991,44.6
Bogád,386,58.0,8.3,22.8,1761,,94.5,62.8,492,465.0,16.0,8.0,3581,52.9
Kővágótöttös,406,31.0,14.7,24.7,1242,,100.8,46.6,466,384.4,14.0,25.0,2665,30.0
Pécs,532,152.0,8.3,29.0,1798,2.7,100.1,54.3,466,407.1,472.0,0.0,3856,24.1
Szilvás,487,,11.8,23.0,1087,,100.0,44.5,490,592.9,14.0,111.0,2220,11.1
Lothárd,478,87.0,12.0,25.7,1321,,100.0,54.9,471,500.0,6.0,53.0,2804,10.5
Cserkút,346,93.0,9.0,23.6,1856,0.5,91.5,57.2,513,483.7,13.0,11.0,3615,49.5
Romonya,325,,6.0,20.1,1995,,98.9,60.2,540,491.9,21.0,22.0,3693,26.7
Regenye,383,,20.4,18.8,988,,79.7,33.3,425,318.2,10.0,91.0,2327,27.3
Szőke,450,,11.3,22.5,906,,92.6,45.3,463,250.0,8.0,53.0,1959,5.3
Pellérd,322,94.0,11.3,23.3,1678,0.1,89.2,54.2,494,437.5,46.0,2.0,3399,49.0
Keszü,337,76.0,5.5,19.9,2191,,100.2,61.7,529,512.6,28.0,8.0,4138,14.4
Áta,574,65.0,8.5,31.0,1440,1.8,94.4,47.5,441,451.6,10.0,56.0,3261,27.8
Szőkéd,446,32.0,12.1,27.6,1359,2.4,96.4,47.0,484,439.1,14.0,,2809,
Kovácsszénája,786,,13.1,28.6,1394,,84.1,34.4,434,482.1,7.0,36.0,3210,53.6
Kozármisleny,343,63.0,6.9,18.2,2303,0.1,92.9,61.1,524,458.6,34.0,1.0,4397,30.2
Kökény,379,51.0,10.6,29.5,1853,1.2,97.3,59.9,535,562.3,9.0,22.0,3461,40.0
Ellend,516,,12.2,24.2,1367,,91.8,44.6,467,500.0,10.0,83.0,2928,8.3
Pogány,307,53.0,6.8,21.9,2074,,91.9,58.4,518,451.5,19.0,6.0,4001,34.6
Kővágószőlős,408,85.0,13.1,24.5,1379,1.0,100.2,47.6,459,403.7,18.0,3.0,3004,67.4
Pereked,507,,14.2,27.7,1310,,94.7,42.5,476,418.9,10.0,,2752,
Nagykozár,334,34.0,6.4,18.6,2220,,94.1,62.5,526,485.8,42.0,7.0,4223,19.1
Bosta,391,,17.9,22.6,808,,94.2,35.7,422,308.3,6.0,,1914,
Orfű,409,79.0,8.9,22.4,1726,,77.6,56.0,488,457.7,12.0,5.0,3536,27.3
Szemely,400,23.0,9.0,22.0,1431,,98.3,56.1,511,443.2,8.0,42.0,2799,25.0
Abaliget,381,94.0,10.5,19.5,1608,,98.8,50.7,512,468.0,27.0,8.0,3138,25.0
Kisherend,468,58.0,9.1,27.7,1147,,96.3,43.9,448,439.3,12.0,56.0,2559,27.8
Birján,381,18.0,14.8,22.2,1746,,96.6,51.6,523,445.5,17.0,11.0,3337,47.1
Pécsudvard,359,25.0,8.0,22.2,1726,,100.4,54.7,508,425.3,19.0,13.0,3396,38.2
Aranyosgadány,407,,16.3,17.4,1263,,97.1,46.9,509,386.4,10.0,24.0,2482,16.7
Magyarsarlós,505,91.0,6.1,34.5,1664,,99.1,57.7,542,590.9,29.0,32.0,3071,41.9
Ófalu,363,28.0,8.1,30.1,1244,,100.0,62.8,392,476.1,10.0,19.0,3171,42.6
Erzsébet,504,40.0,5.2,32.9,1069,,90.6,58.4,436,496.0,20.0,20.0,2451,37.3
Kátoly,595,,7.0,42.6,1175,,100.0,52.7,447,528.9,9.0,40.0,2630,24.0
Lovászhetény,360,32.0,15.3,24.2,1057,,100.0,40.4,421,340.8,13.0,53.0,2512,15.8
Hidas,405,130.0,8.9,28.2,1157,2.7,100.0,46.8,432,411.3,61.0,3.0,2680,13.3
Kékesd,605,66.0,15.7,31.6,814,,97.8,50.0,454,506.6,13.0,,1793,
Nagypall,477,31.0,9.4,31.0,1300,,100.0,55.4,493,445.8,20.0,26.0,2636,21.1
Szellő,593,,7.4,35.0,935,3.4,100.0,43.2,387,374.0,7.0,111.0,2417,55.6
Pécsvárad,386,113.0,7.5,28.2,1546,1.0,100.5,54.0,477,428.9,66.0,1.0,3240,41.7
